Timestamps,Date,mm/h Max Precip Rate,m3/m3 Water Content,degree_C Soil Temperature,mS/cm Saturation Extract EC,kPa Atmospheric Pressure,degree_C Air Temperature
18/02/22 11:15,18/02/22,0,0.412,10.3,0.42,101.08,6.2
18/02/22 11:30,18/02/22,0,0.412,10.3,0.419,101.07,6.8
18/02/22 11:45,18/02/22,0,0.413,10.3,0.416,101.07,7.5
18/02/22 12:00,18/02/22,0,0.413,10.3,0.418,101.04,7.9
18/02/22 12:15,18/02/22,0,0.413,10.3,0.416,101.02,7.9
18/02/22 12:30,18/02/22,0,0.413,10.3,0.418,100.99,8
18/02/22 12:45,18/02/22,0,0.413,10.3,0.419,100.96,8
18/02/22 13:00,18/02/22,0,0.413,10.3,0.42,100.94,8.4
18/02/22 13:15,18/02/22,0,0.413,10.3,0.424,100.92,8.6
18/02/22 13:30,18/02/22,0,0.413,10.2,0.425,100.9,9
18/02/22 13:45,18/02/22,0,0.413,10.2,0.428,100.89,9.2
18/02/22 14:00,18/02/22,0,0.413,10.2,0.428,100.87,9.2
18/02/22 14:15,18/02/22,0,0.413,10.2,0.428,100.86,9.2
18/02/22 14:30,18/02/22,0,0.413,10.2,0.429,100.83,9.1
18/02/22 14:45,18/02/22,0,0.413,10.2,0.428,100.82,9.1
18/02/22 15:00,18/02/22,0,0.413,10.2,0.428,100.82,8.9
18/02/22 15:15,18/02/22,0,0.413,10.2,0.429,100.82,8.6
18/02/22 15:30,18/02/22,0,0.413,10.2,0.428,100.81,8.3
18/02/22 15:45,18/02/22,0,0.413,10.2,0.429,100.81,8.4
18/02/22 16:00,18/02/22,0,0.413,10.2,0.429,100.81,8.6
18/02/22 16:15,18/02/22,0,0.413,10.2,0.429,100.8,8.1
18/02/22 16:30,18/02/22,0,0.413,10.1,0.43,100.79,7.5
18/02/22 16:45,18/02/22,0,0.414,10.1,0.431,100.77,6.8
18/02/22 17:00,18/02/22,0,0.414,10.1,0.432,100.75,6.3
18/02/22 17:15,18/02/22,0,0.414,10.1,0.432,100.74,5.2
18/02/22 17:30,18/02/22,0,0.414,10.1,0.432,100.73,3.8
18/02/22 17:45,18/02/22,0,0.414,10.1,0.432,100.72,2.3
18/02/22 18:00,18/02/22,0,0.414,10.1,0.432,100.71,1
18/02/22 18:15,18/02/22,0,0.414,10.1,0.432,100.7,0
18/02/22 18:30,18/02/22,0,0.414,10.1,0.432,100.71,-0.8
18/02/22 18:45,18/02/22,0,0.414,10.1,0.432,100.73,-1.4
18/02/22 19:00,18/02/22,0,0.414,10.1,0.432,100.73,-2.1
18/02/22 19:15,18/02/22,0,0.414,10.1,0.432,100.74,-2.7
18/02/22 19:30,18/02/22,0,0.414,10.1,0.432,100.74,-3.2
18/02/22 19:45,18/02/22,0,0.414,10.1,0.432,100.74,-3.6
18/02/22 20:00,18/02/22,0,0.414,10.1,0.433,100.72,-4
18/02/22 20:15,18/02/22,0,0.414,10.1,0.433,100.7,-4.4
18/02/22 20:30,18/02/22,0,0.414,10.1,0.433,100.67,-4.6
18/02/22 20:45,18/02/22,0,0.414,10,0.433,100.66,-4.8
18/02/22 21:00,18/02/22,0,0.414,10,0.433,100.67,-5
18/02/22 21:15,18/02/22,0,0.414,10,0.433,100.68,-5.3
18/02/22 21:30,18/02/22,0,0.414,10,0.432,100.69,-5.6
18/02/22 21:45,18/02/22,0,0.414,10,0.433,100.68,-5.6
18/02/22 22:00,18/02/22,0,0.414,10,0.432,100.69,-5.6
18/02/22 22:15,18/02/22,0,0.414,10,0.433,100.69,-5.6
18/02/22 22:30,18/02/22,0,0.414,10,0.433,100.69,-5.6
18/02/22 22:45,18/02/22,0,0.414,10,0.432,100.67,-5.8
18/02/22 23:00,18/02/22,0,0.414,10,0.433,100.66,-6
18/02/22 23:15,18/02/22,0,0.414,10,0.433,100.66,-6.2
18/02/22 23:30,18/02/22,0,0.414,10,0.434,100.64,-6.3
18/02/22 23:45,18/02/22,0,0.414,10,0.434,100.64,-6.1
19/02/22 0:00,19/02/22,0,0.414,10,0.434,100.64,-5.8
19/02/22 0:15,19/02/22,0,0.414,10,0.434,100.65,-5.3
19/02/22 0:30,19/02/22,0,0.414,10,0.433,100.67,-5
19/02/22 0:45,19/02/22,0,0.414,10,0.433,100.67,-4.8
19/02/22 1:00,19/02/22,0,0.414,10,0.435,100.68,-4.4
19/02/22 1:15,19/02/22,0,0.414,10,0.435,100.68,-4.1
19/02/22 1:30,19/02/22,0,0.414,10,0.434,100.68,-3.9
19/02/22 1:45,19/02/22,0,0.414,10,0.435,100.67,-3.7
19/02/22 2:00,19/02/22,0,0.414,10,0.436,100.68,-3.6
19/02/22 2:15,19/02/22,0,0.414,10,0.434,100.67,-3.6
19/02/22 2:30,19/02/22,0,0.414,10,0.435,100.67,-3.6
19/02/22 2:45,19/02/22,0,0.414,9.9,0.435,100.66,-3.5
19/02/22 3:00,19/02/22,0,0.414,9.9,0.436,100.65,-3.2
19/02/22 3:15,19/02/22,0,0.414,9.9,0.436,100.66,-3
19/02/22 3:30,19/02/22,0,0.414,9.9,0.436,100.68,-3
19/02/22 3:45,19/02/22,0,0.414,9.9,0.436,100.69,-2.9
19/02/22 4:00,19/02/22,0,0.414,9.9,0.436,100.7,-2.9
19/02/22 4:15,19/02/22,0,0.414,9.9,0.436,100.77,-2.9
19/02/22 4:30,19/02/22,0,0.414,9.9,0.436,100.78,-3.2
19/02/22 4:45,19/02/22,0,0.414,9.9,0.436,100.77,-3.3
19/02/22 5:00,19/02/22,0,0.414,9.9,0.436,100.77,-3.2
19/02/22 5:15,19/02/22,0,0.414,9.9,0.436,100.78,-2.9
19/02/22 5:30,19/02/22,0,0.414,9.9,0.436,100.79,-2.7
19/02/22 5:45,19/02/22,0,0.414,9.9,0.436,100.82,-2.8
19/02/22 6:00,19/02/22,0,0.414,9.9,0.432,100.84,-3
19/02/22 6:15,19/02/22,0,0.414,9.9,0.432,100.87,-3.4
19/02/22 6:30,19/02/22,0,0.414,9.9,0.433,100.89,-3.6
19/02/22 6:45,19/02/22,0,0.414,9.9,0.432,100.93,-3.7
19/02/22 7:00,19/02/22,0,0.414,9.9,0.432,100.97,-3.4
19/02/22 7:15,19/02/22,0,0.414,9.9,0.432,101.01,-2.4
19/02/22 7:30,19/02/22,0,0.414,9.9,0.432,101.06,-0.9
19/02/22 7:45,19/02/22,0,0.414,9.9,0.432,101.11,0.7
19/02/22 8:00,19/02/22,0,0.414,9.9,0.43,101.16,2.3
19/02/22 8:15,19/02/22,0,0.414,9.9,0.428,101.22,3.9
19/02/22 8:30,19/02/22,0,0.414,9.9,0.428,101.25,5.2
19/02/22 8:45,19/02/22,0,0.414,9.9,0.428,101.28,6.2
19/02/22 9:00,19/02/22,0,0.414,9.9,0.428,101.31,7
19/02/22 9:15,19/02/22,0,0.414,9.9,0.427,101.33,7.5
19/02/22 9:30,19/02/22,0,0.414,9.9,0.425,101.35,7.8
19/02/22 9:45,19/02/22,0,0.414,9.9,0.425,101.36,8.2
19/02/22 10:00,19/02/22,0,0.414,9.9,0.426,101.38,8.7
19/02/22 10:15,19/02/22,0,0.414,9.9,0.426,101.39,9
19/02/22 10:30,19/02/22,0,0.414,9.9,0.426,101.4,9.7
19/02/22 10:45,19/02/22,0,0.414,9.9,0.426,101.41,10.4
19/02/22 11:00,19/02/22,0,0.414,9.9,0.426,101.43,10.9
19/02/22 11:15,19/02/22,0,0.414,9.9,0.426,101.43,11.4
19/02/22 11:30,19/02/22,0,0.414,9.9,0.425,101.44,11.8
19/02/22 11:45,19/02/22,0,0.414,9.9,0.425,101.43,12.1
19/02/22 12:00,19/02/22,0,0.414,9.9,0.425,101.41,12.4
19/02/22 12:15,19/02/22,0,0.414,9.9,0.425,101.41,13
19/02/22 12:30,19/02/22,0,0.414,9.9,0.427,101.4,13.1
19/02/22 12:45,19/02/22,0,0.414,9.9,0.427,101.37,13.4
19/02/22 13:00,19/02/22,0,0.414,9.9,0.428,101.35,13.5
19/02/22 13:15,19/02/22,0,0.414,9.9,0.429,101.33,13.7
19/02/22 13:30,19/02/22,0,0.414,9.9,0.43,101.31,13.9
19/02/22 13:45,19/02/22,0,0.414,9.9,0.432,101.3,13.8
19/02/22 14:00,19/02/22,0,0.414,9.9,0.432,101.28,13.8
19/02/22 14:15,19/02/22,0,0.414,9.9,0.432,101.27,14.2
19/02/22 14:30,19/02/22,0,0.414,9.9,0.432,101.27,13.9
19/02/22 14:45,19/02/22,0,0.414,9.9,0.432,101.26,13.6
19/02/22 15:00,19/02/22,0,0.414,9.9,0.432,101.26,13.2
19/02/22 15:15,19/02/22,0,0.414,9.8,0.433,101.27,12.8
19/02/22 15:30,19/02/22,0,0.414,9.8,0.432,101.27,12.6
19/02/22 15:45,19/02/22,0,0.414,9.8,0.432,101.27,12.2
19/02/22 16:00,19/02/22,0,0.414,9.8,0.432,101.25,11.9
19/02/22 16:15,19/02/22,0,0.414,9.8,0.432,101.26,11.4
19/02/22 16:30,19/02/22,0,0.414,9.8,0.432,101.25,10.9
19/02/22 16:45,19/02/22,0,0.414,9.8,0.432,101.23,10.1
19/02/22 17:00,19/02/22,0,0.414,9.8,0.432,101.23,9.4
19/02/22 17:15,19/02/22,0,0.414,9.8,0.432,101.22,8.3
19/02/22 17:30,19/02/22,0,0.414,9.8,0.432,101.2,7.2
19/02/22 17:45,19/02/22,0,0.414,9.8,0.432,101.18,5.8
19/02/22 18:00,19/02/22,0,0.414,9.8,0.432,101.16,4.7
19/02/22 18:15,19/02/22,0,0.414,9.8,0.433,101.15,3.5
19/02/22 18:30,19/02/22,0,0.414,9.8,0.432,101.16,2.4
19/02/22 18:45,19/02/22,0,0.414,9.8,0.432,101.18,1.5
19/02/22 19:00,19/02/22,0,0.414,9.8,0.432,101.18,0.6
19/02/22 19:15,19/02/22,0,0.414,9.8,0.432,101.17,-0.1
19/02/22 19:30,19/02/22,0,0.414,9.8,0.432,101.14,-0.7
19/02/22 19:45,19/02/22,0,0.414,9.8,0.432,101.13,-0.9
19/02/22 20:00,19/02/22,0,0.414,9.8,0.432,101.14,-1.1
19/02/22 20:15,19/02/22,0,0.414,9.8,0.432,101.12,-1.3
19/02/22 20:30,19/02/22,0,0.414,9.8,0.432,101.1,-1.1
19/02/22 20:45,19/02/22,0,0.414,9.8,0.432,101.11,-1
19/02/22 21:00,19/02/22,0,0.414,9.8,0.432,101.11,-1.4
19/02/22 21:15,19/02/22,0,0.414,9.8,0.432,101.11,-1.7
19/02/22 21:30,19/02/22,0,0.414,9.8,0.432,101.11,-2.3
19/02/22 21:45,19/02/22,0,0.414,9.8,0.432,101.09,-2.9
19/02/22 22:00,19/02/22,0,0.414,9.8,0.432,101.08,-3.5
19/02/22 22:15,19/02/22,0,0.414,9.8,0.432,101.06,-3.9
19/02/22 22:30,19/02/22,0,0.414,9.8,0.433,101.05,-4.1
19/02/22 22:45,19/02/22,0,0.414,9.8,0.432,101.05,-4.2
19/02/22 23:00,19/02/22,0,0.414,9.8,0.432,101.05,-4.5
19/02/22 23:15,19/02/22,0,0.414,9.8,0.432,101.03,-4.6
19/02/22 23:30,19/02/22,0,0.414,9.8,0.433,101.01,-4.8
19/02/22 23:45,19/02/22,0,0.414,9.8,0.435,100.99,-4.9
20/02/22 0:00,20/02/22,0,0.414,9.8,0.435,100.98,-5.1
20/02/22 0:15,20/02/22,0,0.414,9.8,0.436,100.97,-5.1
20/02/22 0:30,20/02/22,0,0.414,9.8,0.436,100.95,-5.3
20/02/22 0:45,20/02/22,0,0.414,9.8,0.435,100.94,-5.4
20/02/22 1:00,20/02/22,0,0.414,9.8,0.436,100.93,-5.5
20/02/22 1:15,20/02/22,0,0.414,9.8,0.436,100.92,-5.5
20/02/22 1:30,20/02/22,0,0.414,9.8,0.435,100.91,-5.5
20/02/22 1:45,20/02/22,0,0.414,9.8,0.435,100.89,-5.4
20/02/22 2:00,20/02/22,0,0.414,9.8,0.435,100.88,-5.3
20/02/22 2:15,20/02/22,0,0.414,9.8,0.436,100.87,-5.5
20/02/22 2:30,20/02/22,0,0.414,9.8,0.436,100.85,-5.7
20/02/22 2:45,20/02/22,0,0.414,9.8,0.436,100.84,-5.9
20/02/22 3:00,20/02/22,0,0.414,9.8,0.436,100.82,-5.9
20/02/22 3:15,20/02/22,0,0.414,9.8,0.438,100.79,-5.8
20/02/22 3:30,20/02/22,0,0.414,9.8,0.437,100.77,-5.6
20/02/22 3:45,20/02/22,0,0.414,9.8,0.439,100.75,-5.5
20/02/22 4:00,20/02/22,0,0.414,9.8,0.439,100.75,-5.6
20/02/22 4:15,20/02/22,0,0.414,9.8,0.438,100.73,-5.5
20/02/22 4:30,20/02/22,0,0.414,9.8,0.436,100.72,-5.2
20/02/22 4:45,20/02/22,0,0.414,9.8,0.436,100.74,-4.6
20/02/22 5:00,20/02/22,0,0.414,9.8,0.436,100.73,-4.5
20/02/22 5:15,20/02/22,0,0.414,9.8,0.436,100.74,-4.6
20/02/22 5:30,20/02/22,0,0.414,9.8,0.437,100.75,-4.7
20/02/22 5:45,20/02/22,0,0.414,9.8,0.437,100.75,-4.7
20/02/22 6:00,20/02/22,0,0.414,9.8,0.437,100.75,-5
20/02/22 6:15,20/02/22,0,0.414,9.8,0.437,100.74,-5
20/02/22 6:30,20/02/22,0,0.414,9.8,0.437,100.75,-4.9
20/02/22 6:45,20/02/22,0,0.414,9.8,0.437,100.75,-4.4
20/02/22 7:00,20/02/22,0,0.414,9.8,0.437,100.76,-3.3
20/02/22 7:15,20/02/22,0,0.414,9.8,0.438,100.79,-1.6
20/02/22 7:30,20/02/22,0,0.414,9.8,0.438,100.83,0.5
20/02/22 7:45,20/02/22,0,0.414,9.8,0.438,100.87,2.3
20/02/22 8:00,20/02/22,0,0.414,9.8,0.437,100.89,3.9
20/02/22 8:15,20/02/22,0,0.414,9.8,0.437,100.91,5.4
20/02/22 8:30,20/02/22,0,0.414,9.8,0.436,100.92,6.8
20/02/22 8:45,20/02/22,0,0.414,9.8,0.436,100.93,8.1
20/02/22 9:00,20/02/22,0,0.414,9.8,0.437,100.92,9.2
20/02/22 9:15,20/02/22,0,0.414,9.8,0.439,100.91,10.3
20/02/22 9:30,20/02/22,0,0.414,9.8,0.439,100.89,11.5
20/02/22 9:45,20/02/22,0,0.414,9.8,0.438,100.88,12.7
20/02/22 10:00,20/02/22,0,0.414,9.8,0.439,100.87,14
20/02/22 10:15,20/02/22,0,0.414,9.8,0.439,100.86,14.9
20/02/22 10:30,20/02/22,0,0.414,9.8,0.439,100.86,15.7
20/02/22 10:45,20/02/22,0,0.414,9.8,0.439,100.84,16.7
20/02/22 11:00,20/02/22,0,0.414,9.8,0.439,100.82,17.4
20/02/22 11:15,20/02/22,0,0.414,9.8,0.439,100.8,18.1
20/02/22 11:30,20/02/22,0,0.414,9.8,0.439,100.78,18.7
20/02/22 11:45,20/02/22,0,0.414,9.8,0.44,100.76,19.4
20/02/22 12:00,20/02/22,0,0.414,9.8,0.439,100.72,20.1
20/02/22 12:15,20/02/22,0,0.414,9.8,0.438,100.67,20.5
20/02/22 12:30,20/02/22,0,0.414,9.8,0.438,100.63,20.9
20/02/22 12:45,20/02/22,0,0.414,9.8,0.438,100.58,20.9
20/02/22 13:00,20/02/22,0,0.414,9.8,0.438,100.54,21.4
20/02/22 13:15,20/02/22,0,0.414,9.8,0.438,100.51,21
20/02/22 13:30,20/02/22,0,0.414,9.8,0.438,100.49,20.9
20/02/22 13:45,20/02/22,0,0.414,9.8,0.439,100.46,21.2
20/02/22 14:00,20/02/22,0,0.414,9.8,0.439,100.43,21.4
20/02/22 14:15,20/02/22,0,0.414,9.8,0.439,100.4,21.3
20/02/22 14:30,20/02/22,0,0.415,9.8,0.439,100.38,21.4
20/02/22 14:45,20/02/22,0,0.415,9.8,0.439,100.35,21.6
20/02/22 15:00,20/02/22,0,0.415,9.8,0.439,100.33,21.4
20/02/22 15:15,20/02/22,0,0.415,9.8,0.439,100.32,21.4
20/02/22 15:30,20/02/22,0,0.415,9.8,0.439,100.31,21.3
20/02/22 15:45,20/02/22,0,0.415,9.8,0.439,100.31,21.2
20/02/22 16:00,20/02/22,0,0.415,9.8,0.439,100.28,20.9
20/02/22 16:15,20/02/22,0,0.415,9.8,0.439,100.27,20.3
20/02/22 16:30,20/02/22,0,0.415,9.8,0.439,100.27,19.7
20/02/22 16:45,20/02/22,0,0.415,9.8,0.439,100.26,19.1
20/02/22 17:00,20/02/22,0,0.415,9.8,0.439,100.25,18.3
20/02/22 17:15,20/02/22,0,0.414,9.8,0.439,100.24,17.3
20/02/22 17:30,20/02/22,0,0.415,9.8,0.439,100.25,16.3
20/02/22 17:45,20/02/22,0,0.415,9.8,0.439,100.26,15
20/02/22 18:00,20/02/22,0,0.415,9.8,0.439,100.26,13.2
20/02/22 18:15,20/02/22,0,0.415,9.8,0.439,100.27,11.9
20/02/22 18:30,20/02/22,0,0.415,9.8,0.439,100.26,10.9
20/02/22 18:45,20/02/22,0,0.415,9.8,0.439,100.26,11
20/02/22 19:00,20/02/22,0,0.415,9.8,0.439,100.28,11.2
20/02/22 19:15,20/02/22,0,0.415,9.8,0.439,100.3,11.5
20/02/22 19:30,20/02/22,0,0.415,9.8,0.439,100.3,11.6
20/02/22 19:45,20/02/22,0,0.415,9.8,0.439,100.31,11.8
20/02/22 20:00,20/02/22,0,0.415,9.8,0.439,100.32,11.8
20/02/22 20:15,20/02/22,0,0.415,9.8,0.439,100.33,11.8
20/02/22 20:30,20/02/22,0,0.415,9.8,0.439,100.32,11.8
20/02/22 20:45,20/02/22,0,0.415,9.8,0.439,100.31,11.8
20/02/22 21:00,20/02/22,0,0.415,9.8,0.439,100.31,11.9
20/02/22 21:15,20/02/22,0,0.415,9.8,0.439,100.32,11.9
20/02/22 21:30,20/02/22,0,0.415,9.8,0.439,100.32,11.9
20/02/22 21:45,20/02/22,0,0.415,9.8,0.439,100.32,11.8
20/02/22 22:00,20/02/22,0,0.415,9.8,0.439,100.32,11.7
20/02/22 22:15,20/02/22,0,0.415,9.8,0.439,100.32,11.6
20/02/22 22:30,20/02/22,0,0.415,9.8,0.439,100.32,11.5
20/02/22 22:45,20/02/22,0,0.415,9.8,0.439,100.32,11.3
20/02/22 23:00,20/02/22,0,0.415,9.8,0.439,100.3,11
20/02/22 23:15,20/02/22,0,0.415,9.8,0.439,100.29,10.7
20/02/22 23:30,20/02/22,0,0.415,9.8,0.439,100.3,10.4
20/02/22 23:45,20/02/22,0,0.415,9.8,0.439,100.28,10.1
21/02/22 0:00,21/02/22,0,0.415,9.8,0.44,100.27,9.9
21/02/22 0:15,21/02/22,0,0.415,9.8,0.439,100.27,9.9
21/02/22 0:30,21/02/22,0,0.415,9.8,0.439,100.27,9.8
21/02/22 0:45,21/02/22,0,0.415,9.8,0.439,100.28,9.7
21/02/22 1:00,21/02/22,0,0.415,9.8,0.439,100.29,9.5
21/02/22 1:15,21/02/22,0,0.415,9.8,0.439,100.3,9
21/02/22 1:30,21/02/22,0,0.415,9.8,0.439,100.29,8.5
21/02/22 1:45,21/02/22,0,0.415,9.8,0.439,100.26,7.9
21/02/22 2:00,21/02/22,0,0.415,9.8,0.439,100.24,7.4
21/02/22 2:15,21/02/22,0,0.415,9.8,0.44,100.23,7.2
21/02/22 2:30,21/02/22,0,0.415,9.8,0.44,100.23,7.1
21/02/22 2:45,21/02/22,0,0.415,9.8,0.439,100.21,6.8
21/02/22 3:00,21/02/22,0,0.415,9.8,0.44,100.2,6.8
21/02/22 3:15,21/02/22,0,0.415,9.8,0.439,100.19,7.9
21/02/22 3:30,21/02/22,0,0.415,9.8,0.439,100.19,8.9
21/02/22 3:45,21/02/22,0,0.415,9.8,0.44,100.19,9.6
21/02/22 4:00,21/02/22,0,0.415,9.8,0.44,100.21,10.1
21/02/22 4:15,21/02/22,0,0.415,9.8,0.439,100.22,10.5
21/02/22 4:30,21/02/22,0,0.415,9.8,0.439,100.21,10.8
21/02/22 4:45,21/02/22,0,0.415,9.8,0.439,100.22,11
21/02/22 5:00,21/02/22,0,0.415,9.8,0.439,100.22,11.2
21/02/22 5:15,21/02/22,0,0.415,9.8,0.439,100.23,11.4
21/02/22 5:30,21/02/22,0,0.415,9.8,0.439,100.24,11.7
21/02/22 5:45,21/02/22,0,0.415,9.8,0.439,100.23,12
21/02/22 6:00,21/02/22,0,0.415,9.8,0.44,100.22,12.1
21/02/22 6:15,21/02/22,0,0.415,9.8,0.44,100.21,12.2
21/02/22 6:30,21/02/22,0,0.415,9.8,0.439,100.2,12.2
21/02/22 6:45,21/02/22,0,0.415,9.8,0.439,100.2,12.3
21/02/22 7:00,21/02/22,0,0.415,9.8,0.439,100.2,12.4
21/02/22 7:15,21/02/22,0,0.415,9.8,0.44,100.19,12.5
21/02/22 7:30,21/02/22,0,0.415,9.8,0.44,100.2,12.6
21/02/22 7:45,21/02/22,0,0.415,9.8,0.439,100.2,12.7
21/02/22 8:00,21/02/22,0,0.415,9.8,0.439,100.2,13
21/02/22 8:15,21/02/22,0,0.415,9.8,0.439,100.21,13.4
21/02/22 8:30,21/02/22,0,0.415,9.8,0.439,100.22,13.9
21/02/22 8:45,21/02/22,0,0.415,9.8,0.44,100.21,14.7
21/02/22 9:00,21/02/22,0,0.415,9.8,0.439,100.2,15.8
21/02/22 9:15,21/02/22,0,0.415,9.8,0.439,100.2,16
21/02/22 9:30,21/02/22,0,0.415,9.8,0.439,100.2,15.7
21/02/22 9:45,21/02/22,0,0.415,9.8,0.439,100.19,15.5
21/02/22 10:00,21/02/22,0,0.415,9.8,0.439,100.18,15.3
21/02/22 10:15,21/02/22,0,0.415,9.8,0.44,100.17,15.2
21/02/22 10:30,21/02/22,0,0.415,9.8,0.44,100.18,15.1
21/02/22 10:45,21/02/22,0,0.415,9.8,0.441,100.15,15.4
21/02/22 11:00,21/02/22,0,0.415,9.8,0.441,100.14,15.8
21/02/22 11:15,21/02/22,0,0.415,9.8,0.441,100.12,16.5
21/02/22 11:30,21/02/22,0,0.415,9.8,0.442,100.09,17.2
21/02/22 11:45,21/02/22,0,0.415,9.8,0.442,100.07,17.9
21/02/22 12:00,21/02/22,0,0.415,9.8,0.442,100.04,19
21/02/22 12:15,21/02/22,0,0.415,9.8,0.442,100.01,19
21/02/22 12:30,21/02/22,0,0.415,9.8,0.442,99.99,18.9
21/02/22 12:45,21/02/22,0,0.415,9.8,0.442,99.99,18.7
21/02/22 13:00,21/02/22,0,0.415,9.8,0.442,99.97,17.8
21/02/22 13:15,21/02/22,12,0.415,9.8,0.442,99.99,17
21/02/22 13:30,21/02/22,12,0.415,9.8,0.442,99.97,16.2
21/02/22 13:45,21/02/22,0,0.415,9.8,0.442,99.96,15.8
21/02/22 14:00,21/02/22,0,0.415,9.8,0.442,99.95,15.6
21/02/22 14:15,21/02/22,0,0.415,9.8,0.442,99.94,15.2
21/02/22 14:30,21/02/22,0,0.415,9.8,0.442,99.94,14.9
21/02/22 14:45,21/02/22,0,0.415,9.8,0.442,99.94,14.7
21/02/22 15:00,21/02/22,0,0.415,9.8,0.442,99.92,14.4
21/02/22 15:15,21/02/22,0,0.415,9.8,0.442,99.89,14.4
21/02/22 15:30,21/02/22,0,0.415,9.8,0.442,99.89,14.3
21/02/22 15:45,21/02/22,0,0.415,9.8,0.442,99.88,14.2
21/02/22 16:00,21/02/22,0,0.415,9.8,0.442,99.89,14.2
21/02/22 16:15,21/02/22,0,0.415,9.8,0.442,99.89,14.2
21/02/22 16:30,21/02/22,0,0.415,9.8,0.442,99.87,14.1
21/02/22 16:45,21/02/22,0,0.415,9.8,0.441,99.83,14.1
21/02/22 17:00,21/02/22,0,0.415,9.8,0.442,99.81,14.1
21/02/22 17:15,21/02/22,0,0.415,9.8,0.442,99.82,14.2
21/02/22 17:30,21/02/22,0,0.415,9.8,0.441,99.82,14.2
21/02/22 17:45,21/02/22,0,0.415,9.8,0.442,99.82,14.1
21/02/22 18:00,21/02/22,0,0.415,9.8,0.442,99.84,14
21/02/22 18:15,21/02/22,0,0.415,9.8,0.442,99.85,14
21/02/22 18:30,21/02/22,0,0.415,9.8,0.442,99.85,13.9
21/02/22 18:45,21/02/22,0,0.415,9.8,0.441,99.85,13.8
21/02/22 19:00,21/02/22,0,0.415,9.8,0.442,99.84,13.7
21/02/22 19:15,21/02/22,12,0.415,9.8,0.442,99.84,13.6
21/02/22 19:30,21/02/22,0,0.415,9.8,0.442,99.84,13.5
21/02/22 19:45,21/02/22,0,0.415,9.8,0.442,99.82,13.5
21/02/22 20:00,21/02/22,0,0.415,9.8,0.441,99.83,13.5
21/02/22 20:15,21/02/22,0,0.415,9.8,0.441,99.84,13.5
21/02/22 20:30,21/02/22,0,0.415,9.8,0.442,99.84,13.4
21/02/22 20:45,21/02/22,0,0.415,9.8,0.441,99.84,13.4
21/02/22 21:00,21/02/22,0,0.415,9.8,0.442,99.84,13.4
21/02/22 21:15,21/02/22,0,0.415,9.8,0.441,99.84,13.4
21/02/22 21:30,21/02/22,0,0.415,9.8,0.442,99.84,13.5
21/02/22 21:45,21/02/22,0,0.415,9.8,0.442,99.83,13.5
21/02/22 22:00,21/02/22,0,0.415,9.8,0.441,99.84,13.5
21/02/22 22:15,21/02/22,0,0.415,9.8,0.442,99.84,13.5
21/02/22 22:30,21/02/22,0,0.415,9.8,0.442,99.83,13.6
21/02/22 22:45,21/02/22,0,0.415,9.8,0.442,99.82,13.6
21/02/22 23:00,21/02/22,0,0.415,9.8,0.442,99.82,13.7
21/02/22 23:15,21/02/22,0,0.415,9.8,0.441,99.79,13.8
21/02/22 23:30,21/02/22,0,0.415,9.8,0.441,99.76,13.8
21/02/22 23:45,21/02/22,0,0.415,9.8,0.441,99.74,13.9
22/02/22 0:00,22/02/22,0,0.415,9.8,0.44,99.73,14
22/02/22 0:15,22/02/22,0,0.415,9.8,0.44,99.71,14.3
22/02/22 0:30,22/02/22,0,0.415,9.8,0.441,99.72,14.6
22/02/22 0:45,22/02/22,0,0.415,9.8,0.441,99.73,14.7
22/02/22 1:00,22/02/22,0,0.415,9.8,0.441,99.73,14.8
22/02/22 1:15,22/02/22,0,0.415,9.8,0.441,99.73,14.8
22/02/22 1:30,22/02/22,0,0.415,9.8,0.441,99.75,15
22/02/22 1:45,22/02/22,0,0.415,9.8,0.441,99.76,15.1
22/02/22 2:00,22/02/22,0,0.415,9.8,0.44,99.75,15.2
22/02/22 2:15,22/02/22,0,0.415,9.8,0.44,99.74,15.4
22/02/22 2:30,22/02/22,0,0.415,9.8,0.441,99.76,15.5
22/02/22 2:45,22/02/22,0,0.415,9.8,0.44,99.75,15.6
22/02/22 3:00,22/02/22,0,0.415,9.8,0.442,99.7,15.7
22/02/22 3:15,22/02/22,0,0.415,9.8,0.442,99.69,15.8
22/02/22 3:30,22/02/22,0,0.415,9.8,0.44,99.68,16
22/02/22 3:45,22/02/22,0,0.415,9.8,0.442,99.66,16.1
22/02/22 4:00,22/02/22,0,0.415,9.8,0.442,99.63,16.2
22/02/22 4:15,22/02/22,0,0.415,9.8,0.442,99.61,16.3
22/02/22 4:30,22/02/22,0,0.415,9.8,0.442,99.57,16.5
22/02/22 4:45,22/02/22,0,0.415,9.8,0.442,99.56,16.6
22/02/22 5:00,22/02/22,0,0.415,9.8,0.442,99.52,16.7
22/02/22 5:15,22/02/22,0,0.415,9.8,0.442,99.51,16.7
22/02/22 5:30,22/02/22,0,0.415,9.8,0.442,99.49,16.7
22/02/22 5:45,22/02/22,24,0.415,9.8,0.442,99.48,16.8
22/02/22 6:00,22/02/22,0,0.415,9.8,0.442,99.47,16.8
22/02/22 6:15,22/02/22,0,0.415,9.8,0.442,99.44,16.9
22/02/22 6:30,22/02/22,0,0.415,9.8,0.442,99.45,17
